"id";"updatedAt";"createdAt";"name";"description";"abvAvg";"abvMax";"abvMin";"ebcAvg";"ebcMax";"ebcMin";"tasteFruity";"tasteBitter";"tasteIntensity";"tasteSour";"tasteSweet";"originId";"originName";"categoryId";"categoryName";"biabCategoryId";"biabCategoryName"
"669";"2021-02-25 11:08:40 +0100";"2021-02-22 13:51:32 +0100";"Sahti - farmhouse";"Een zoet, zwaar en sterk traditioneel Fins bier. Gebrouwen met rogge en jeneverbes, sinds omstreeks de 15e eeuw. Het bier wordt niet gekookt, maar na de maisch gefilterd door een laag stenen met daarop jeneverbestakken en bladeren. Het bier kan banaan-achtige esters (zoals in een Weizen) van de gist hebben.";"9";"11.0";"7.0";"26";"44";"8";"4";"1";"7";"3";"7";"97";"Finland";"486";"Lichtgekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"672";"2021-02-25 11:15:39 +0100";"2021-02-22 13:51:33 +0100";"Cider - rose";"Een roze variant op de standaard cider; een drank van vergiste sap van appels. De smaak varieert vaak door het gebruikte appelras, de gebruikte gist en het proces. De kleur van deze cider wordt verkregen door andere kleur appels te gebruiken, de uitdaging is geen kleurstoffen toe te voegen.";"7";"9.0";"6.0";"12";"20";"4";"5";"3";"5";"2";"2";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"675";"2021-02-22 13:51:35 +0100";"2021-02-22 13:51:35 +0100";"Enkel";"Een helder, bitter, droog en goed gecarboniseerd blond bier. De smaak is fruitig, bloemig en kruidig van de trappisten-gist. Verder lichte hop-aroma's en een lichtzoete moutigheid.";"5";"6.0";"4.8";"8";"10";"6";"4";"4";"3";"1";"3";"31";"België";"483";"Lichtgekleurd, laag alcohol";"6";"Fris & Fruitig"
"678";"2021-02-25 11:08:41 +0100";"2021-02-22 13:51:37 +0100";"Tarwebier - witbier";"Een uitgebalanceerd, lichtgekleurd, troebel blond bier. De smaak is fris met een zeer licht zuurtje, echt een zomerbier. Wordt vaak geserveerd met een schijfje citroen, dat is wel funest voor de schuimkraag…";"5";"5.5";"4.5";"6";"8";"4";"4";"3";"4";"1";"5";"55";"Nederland";"483";"Lichtgekleurd, laag alcohol";"6";"Fris & Fruitig"
"681";"2021-02-25 11:08:41 +0100";"2021-02-22 13:51:39 +0100";"Berliner Weisse met Fruit";"Fruit zoals kersen, frambozen of steenfruit wordt toegevoegd aan een Berliner Weisse; een zeer lichtgekleurd, laag alcoholisch en verfrissend Duits tarwebier. Er zit veel koolzuur en een uitgesproken melkzuurtje in.";"3";"3.8";"2.8";"5";"6";"4";"7";"2";"7";"9";"1";"7";"Duitsland";"483";"Lichtgekleurd, laag alcohol";"12";"Wild & Zuur"
"684";"2021-02-22 13:51:39 +0100";"2021-02-22 13:51:39 +0100";"Imperial Lager";"Een strong lager met niet-Europese oorsprong; Sterk in alcohol. Smaak- en geurkarakteristieken zijn afhankelijk van de basisstijl die is ""versterkt"".";"8";"11.0";"6.0";"25";"44";"6";"1";"5";"5";"0";"2";"25";"Internationaal";"486";"Lichtgekleurd, hoog alcohol";"3";"Blond & Krachtig"
"687";"2021-02-22 13:51:40 +0100";"2021-02-22 13:51:40 +0100";"Historisch Bier";"Een verzamelnaam voor alle historische bieren die niet in een eigen categorie vallen.";"8";"15.0";"2.5";"50";"100";"0";"5";"5";"5";"2";"5";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"27";"Overig"
"690";"2021-02-25 11:08:42 +0100";"2021-02-22 13:51:42 +0100";"Weizendubbelbock";"Een zwaardere variant van de weizenbock; een bockbier waarbij meer dan 50% tarwe wordt gebruikt in de moutstort. Hierdoor krijg het bier een voller mondgevoel, een troebelheid en een zeer licht (soms bijna niet waarneembaar) zuurtje.";"8";"9.0";"7.0";"60";"80";"40";"4";"2";"6";"1";"7";"7";"Duitsland";"489";"Donkergekleurd, hoog alcohol";"3";"Blond & Krachtig"
"693";"2021-02-25 11:08:42 +0100";"2021-02-22 13:51:42 +0100";"Bière de Garde Farmhouse";"Een relatief sterk, moutig bier wat door een lange lagering mooie moutige tonen krijgt. Het is een klassiek Belgisch/Frans biertype. De smaak is voornamelijk moutig, clean en erg makkelijk drinkbaar.";"7";"8.5";"6.0";"25";"38";"12";"3";"3";"5";"0";"5";"40";"Frankrijk";"486";"Lichtgekleurd, hoog alcohol";"21";"Donker & Rijk"
"696";"2021-02-22 13:51:42 +0100";"2021-02-22 13:51:42 +0100";"Imperial Koffieporter";"Een donkergekleurd moutig bier waarbij de basis van de smaak uit de mouten komt; lichte roast-tonen en karamel. Het bier is mooi vol en soepel, en aan deze variant wordt koffie toegevoegd en is intenser in smaak, aroma en alcoholpercentage dan de standaard koffieporter.";"4";"5.4";"4.0";"49";"59";"40";"0";"5";"6";"1";"3";"1";"Amerika";"492";"Donkergekleurd, laag alcohol";"18";"Intens & Uitdagend"
"699";"2021-02-22 13:51:44 +0100";"2021-02-22 13:51:44 +0100";"Imperial Baltic Porter";"De zware variant van de Scandinavische interpretatie van de porter; Een donkergekleurd moutig bier waarbij de basis van de smaak uit de mouten komt; lichte roast-tonen en karamel. Het bier is mooi vol en soepel. Deze variant wordt vaak met lagergist gebrouwen en zal minder roast-tonen hebben dan de gemiddelde porter. De Imperial Baltic Porter is nog wat hoger in alcohol dan zijn ""normale"" variant.";"11";"14.0";"8.5";"66";"99";"34";"0";"4";"7";"1";"3";"231";"Scandinavië";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"702";"2021-02-22 13:51:46 +0100";"2021-02-22 13:51:46 +0100";"Imperial Pastrystout";"Een zwaardere variant van de pastrystout; een Imperial Stout waarbij een toetje wordt nagebootst. De hoofdingrediënten van dat dessert worden dan aan het bier toegevoegd. Daarnaast is een pastrystout vaak erg zoet, om het gevoel van een dessert na te bootsen. Verder is het dus een gitzwart bier met intens geroosterde moutige smaken zoals koffie, cacao, geroosterd brood en karamel. In een pastrystout zal je merken dat de toevoegingen (ook wel adjuncts genoemd) de overhand nemen in de smaak, waardoor de smaak niet altijd in balans is. Dat is oke in deze stijl. De body is zeer vol en de alcohol verwarmt.";"12";"15.0";"10.0";"79";"99";"59";"0";"2";"9";"0";"10";"1";"Amerika";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"705";"2021-02-22 13:51:49 +0100";"2021-02-22 13:51:49 +0100";"Fruited Gose";"Fruit zoals kersen, frambozen of steenfruit wordt toegevoegd aan een Gose; een traditionele Duitse bierstijl welke in de basis wat wegheeft van de Berliner Weisse; lichtgekleurd, laag in alcohol, hoog in koolzuur en een verfrissend zuurtje. Verder wordt aan de Gose koriander toegevoegd en heeft het een ziltige toets door toevoeging van zout of door het brouwwater wat gebruikt wordt.";"4";"4.8";"4.2";"7";"8";"6";"7";"2";"8";"9";"1";"7";"Duitsland";"483";"Lichtgekleurd, laag alcohol";"12";"Wild & Zuur"
"708";"2021-02-22 13:51:51 +0100";"2021-02-22 13:51:51 +0100";"Wild Bier";"Een spontaan vergist bier wat niet in een specifieke stijl valt in te delen. Door de spontane vergisting heeft het bier funky tonen en is het (licht)zuur.";"5";"8.0";"2.5";"31";"59";"4";"5";"2";"7";"7";"2";"25";"Internationaal";"492";"Donkergekleurd, laag alcohol";"12";"Wild & Zuur"
"711";"2021-02-22 13:51:51 +0100";"2021-02-22 13:51:51 +0100";"Imperial Koffiestout";"De zwaardere variant van zijn lager alcoholische broertje, de Koffiestout; Een stout waar koffie aan toegevoegd wordt. De smaak en karakteristieken van dit bier zijn sterk afhankelijk van welke basis-stijl stout gebruikt is om de koffie aan toe te voegen.";"10";"12.0";"8.0";"79";"99";"59";"0";"8";"8";"1";"3";"1";"Amerika";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"714";"2021-02-25 11:08:43 +0100";"2021-02-22 13:51:52 +0100";"Bier-Wijn Hybride (Italiaans)";"Een relatief nieuwe stijl ontstaan in Italie, de grootste wijnproducent ter wereld. Het is een hybride tussen bier en wijn, waarbij het basisproces bierbrouwen is, waar uiteindelijk druiven, druivensap of druivenpulp aan toegevoegd wordt. Er wordt nauwelijks hop gebruikt. Het belangrijke in deze stijl is de balans tussen mout en druif, verder is de stijl vrij grenzeloos.";"8";"12.0";"5.0";"35";"60";"10";"6";"1";"5";"3";"3";"16";"Italië";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"717";"2021-02-25 11:08:43 +0100";"2021-02-22 13:51:52 +0100";"Meerts - Farmhouse";"Een relatief onbekend biertype. Biere de Mars wordt geproduceerd van de tweede of derde afloop van lambiek, ook wel meerts genoemd. Hierdoor is het blond, laag in alcohol, en zeer verfrissend.";"4";"6.0";"2.0";"8";"12";"4";"5";"1";"7";"7";"1";"31";"België";"483";"Lichtgekleurd, laag alcohol";"12";"Wild & Zuur"
"720";"2021-02-25 11:08:43 +0100";"2021-02-22 13:51:53 +0100";"Tarwebier - tarwewijn";"Een variant op de barleywine waar voor een groot deel tarwe is gebruikt. Een pallet van smaken met veel moutigheid en andere intense smaken. Dik en stroperige body, alcoholwarmend en een prettige fruitige/hoppige toets. Een zwaar bier om rustig van te genieten.";"10";"12.0";"8.0";"23";"30";"16";"2";"4";"7";"1";"8";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"21";"Donker & Rijk"
"723";"2021-02-22 13:51:55 +0100";"2021-02-22 13:51:55 +0100";"Brett IPA";"Een variant van de IPA (droog, blond, bitter en hoppig) waaraan Brettanomyces is toegevoegd. Afhankelijk van de Brett-stam kan dit het bier extra fruitigheid of juist extra ""funkyness"" geven.";"7";"8.5";"5.5";"20";"30";"10";"8";"6";"7";"1";"1";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"12";"Wild & Zuur"
"726";"2021-02-22 13:51:55 +0100";"2021-02-22 13:51:55 +0100";"Quadrupel IPA";"Deze stijl zoekt de extremen van de IPA-stijlcategorie op. Bieren zijn zeer hoog in alcohol, zeer sterk gehopt en daardoor enorm fruitig, bitter maar toch ook zoet, soms alcoholisch. Echt een ""sipping beer"" waar je lang mee kunt doen.";"12";"14.0";"10.0";"25";"40";"10";"8";"9";"9";"0";"5";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"15";"Bitter & Growl"
"729";"2021-02-22 13:51:56 +0100";"2021-02-22 13:51:56 +0100";"Grape Ale";"Een hybride tussen bier en wijn, waarbij het basisproces bierbrouwen is, waar uiteindelijk druiven, druivensap of druivenpulp aan toegevoegd wordt. Er wordt nauwelijks hop gebruikt. Het belangrijke in deze stijl is de balans tussen mout en druif, verder is de stijl vrij grenzeloos. Vergelijkbaar met de Italian Grape Ale, maar dan niet afkomstig uit Italie.";"8";"12.0";"5.0";"35";"60";"10";"6";"1";"5";"3";"3";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"732";"2021-02-25 11:08:44 +0100";"2021-02-22 13:51:58 +0100";"Cider - graff";"Een hybride tussen bier en cider.";"7";"9.0";"6.0";"12";"20";"4";"5";"3";"5";"2";"2";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"735";"2021-07-01 16:33:23 +0200";"2021-07-01 13:24:19 +0200";"IPA";"India Pale Ale, afgekort IPA, is een bierstijl binnen de categorie Pale Ale. Het bier werd voor het eerst gebrouwen in Engeland in de 19e eeuw en was bestemd voor de Londense markt. Vanaf de 17e eeuw had Engeland veel overzeese koloniën en al het bier voor de Engelse soldaten en burgers werd met behulp van schepen naar de andere kant van de wereld gebracht. Een zeilschip was bijna vijf maanden onderweg naar India - te lang om het gewone bier goed te houden. Nu wisten de Engelse brouwers dat het bier langer houdbaar bleef door er meer hop aan toe te voegen en het alcoholgehalte te verhogen. Vandaar dat al het exportbier wat zwaarder gehopt werd en daardoor bitterder was. Zo ontstond gedurende de 18e eeuw India Ale. Veel later ontstond India Pale Ale.";"6";"7.5";"5.5";"20";"28";"12";"7";"7";"6";"0";"2";"19";"Groot Brittanië";"7";"IPA";"15";"Bitter & Growl"
